post_text,post_id,user_id,username,reply_to_post_num,topic_id,post_num,reply_count,created_at,updated_at,num_reads,topic_slug,forum_name
"Thanks Ian for both suggestions, that’s smashing. I’ll put them into practice today. ",129444,14097,HeatherD,,35613,3,0,2020-06-04T09:01:53.358Z,2020-06-04T09:01:53.358Z,7,can-i-enter-two-split-payment-methods-for-one-invoice,quickfile
Is there a way I can change my default sales code from 4000 to one I have created 4908?  TIA  Dave ,129446,13928,dmarti32,,35616,1,0,2020-06-04T09:09:01.762Z,2020-06-04T10:29:14.850Z,6,change-default-nominal-code-for-sales-invoice,quickfile
"Hi [@dmarti32](/u/dmarti32) There’s no way to change this as an account-wide default, but you can change this on a client-by-client basis. Would that help? ",129455,3328,QFMathew,,35616,2,1,2020-06-04T10:11:20.511Z,2020-06-04T10:11:20.511Z,6,change-default-nominal-code-for-sales-invoice,quickfile
Many Thanks QF Matthew. Have just done that through the client profile. Excellent. ,129456,13928,dmarti32,2,35616,3,0,2020-06-04T10:19:42.794Z,2020-06-04T10:19:42.794Z,6,change-default-nominal-code-for-sales-invoice,quickfile
"I need to be able to advise clients of the reference to quote when making online payments, which is a basically their account reference and name, but unless I’m missing something I don’t see these as custom tokens which can be added to the email message, or any other field which could be used to store a reference. (I’m not sending invoices or links to invoices from QuickFile for various reasons, not least that the recipients aren’t very computer literate, so the email itself is their bill.) Any suggestions? Thanks ",86543,9534,JohnJ,,24401,1,0,2018-12-23T18:00:31.300Z,2019-12-19T14:04:20.662Z,21,client-name-and-account-reference-in-email,quickfile
Hi [@JohnJ](/u/johnj) Unfortunately this tag isn’t available at the moment. I will however discuss this with our team in the new year and see if this could be added. I’ll let you know if we’re able to change anything here. ,86572,3328,QFMathew,,24401,2,0,2018-12-24T15:15:17.716Z,2018-12-24T15:15:17.716Z,20,client-name-and-account-reference-in-email,quickfile
Thanks. In the meantime can you suggest any another way to get the payment reference into the email? What do other users do? As a software developer myself I’m a little surprised you don’t simply make all fields available as custom tokens as you can never predict the crazy ways those pesky users are going to try to use your software. ![:smile:](https://community.quickfile.co.uk/images/emoji/twitter/smile.png?v=6) ,86575,9534,JohnJ,,24401,3,1,2018-12-24T17:27:13.362Z,2018-12-24T17:32:56.139Z,20,client-name-and-account-reference-in-email,quickfile
"I wonder whether there’s any update on this please, or any other way to include individual payment instructions on an invoice? I’m sending out around forty renewal invoices and would obviously prefer not to have to send them manually, editing the payment instructions on each one. Thanks. ",118272,9534,JohnJ,3,24401,6,2,2019-12-12T14:09:32.032Z,2019-12-12T14:09:32.032Z,13,client-name-and-account-reference-in-email,quickfile
"Hi [@JohnJ](/u/johnj) Any fields that are available for emails will be shown beneath the template itself, for example:  ![image](https://community.quickfile.co.uk/uploads/default/original/3X/1/7/177fb9b078f718f10e1f865947811b244759bf4a.png) There’s been no change here with the client name or account reference, but we’ll be sure to let you know should this change. ",118274,3328,QFMathew,6,24401,7,0,2019-12-12T14:30:51.762Z,2019-12-12T14:30:51.762Z,13,client-name-and-account-reference-in-email,quickfile
Hi [@JohnJ](/u/johnj) Just to let you know that we’ve introduced 2 new tokens you can use on your new invoice / estimate emails.        @ClientAccountReference@   @ClientName@    It’s not quite live yet but it should be by the end of the week. ,118734,2,Glenn,6,24401,9,0,2019-12-19T14:05:41.567Z,2019-12-19T14:05:49.369Z,10,client-name-and-account-reference-in-email,quickfile
How would you be able to create an automated client reference number in the add new client ,129468,14102,GleemDetailing,,24401,10,0,2020-06-04T11:22:10.589Z,2020-06-04T11:22:10.589Z,5,client-name-and-account-reference-in-email,quickfile
"Hi,  We have been looking at implementing webhooks for integration with our own system. On the documentation I can see a refer to “InvoicesPaid (Online payment channel only)” does this means that the action will only happens if our customers pay for the invoice online? We would like this to be triggered every time and invoice is paid/marked as paid. Regards, ",129023,6524,APereira,,35500,1,0,2020-05-27T12:20:01.617Z,2020-05-27T12:20:01.617Z,10,api-webhooks-invoicespaid,quickfile
Hi [@APereira](/u/apereira) That’s correct. But you may also wish to look at `PaymentsCreated` too: <https://api.quickfile.co.uk/Webhooks/Schema#PaymentsCreated> ,129027,3328,QFMathew,,35500,2,1,2020-05-27T12:33:59.624Z,2020-05-27T12:33:59.624Z,10,api-webhooks-invoicespaid,quickfile
"That will be triggered every time there a document is marked as paid? If yes, do you have any c# samples? ",129031,6524,APereira,2,35500,3,1,2020-05-27T12:55:23.148Z,2020-05-27T12:55:23.148Z,10,api-webhooks-invoicespaid,quickfile
"Hi [@APereira](/u/apereira) Everytime a sales payment is created, this should be triggered. That is, the payments you can view by going to **Sales** >> **View all payments**. I don’t believe this would be triggered by paying an invoice from account credit, for example. ",129037,3328,QFMathew,3,35500,4,1,2020-05-27T15:48:26.986Z,2020-05-27T15:48:26.986Z,9,api-webhooks-invoicespaid,quickfile
"Yeah, that’s not really what I am after. What I am after is to have a notification every time an invoice has been paid/marked as paid, is it possible to add this functionality? If not, the only way I see to do it, is to query invoices every now and again and check through the API. ",129039,6524,APereira,4,35500,5,1,2020-05-27T16:14:03.740Z,2020-05-27T16:14:03.740Z,9,api-webhooks-invoicespaid,quickfile
"When an invoice is marked as paid, a payment is created. You should be able to see an example of this in the web interface. ",129040,3328,QFMathew,5,35500,6,1,2020-05-27T16:25:40.784Z,2020-05-27T16:25:40.784Z,9,api-webhooks-invoicespaid,quickfile
"Oh cool, I thought it was not related ![:slight_smile:](https://community.quickfile.co.uk/images/emoji/twitter/slight_smile.png?v=9) ",129043,6524,APereira,6,35500,7,0,2020-05-27T18:05:19.835Z,2020-05-27T18:05:19.835Z,9,api-webhooks-invoicespaid,quickfile
I have been utilising the Statement of Cash flow to genrate a charities accounts. I have noticed that we have one nominal code that jut does not seem to pull into the report (year end balance section) despite being within the list of nominals the report uses. I first noticed this happening when a bank payment is split into separate nominals but I think it is aso happening when it is the only nominal used on a bank payment. This means that the cash and cash equivalents section does not balance with the operating activities section. Can anyone help? Adam ,129050,11947,adds11,,35506,1,0,2020-05-28T07:13:25.611Z,2020-05-28T07:16:07.158Z,8,statement-of-cash-flows-report-error,quickfile
A post was merged into an existing topic: [Statement of Cash Flows](/t/statement-of-cash-flows/35523) ,129129,3328,QFMathew,,35506,2,0,2020-05-29T08:44:45.286Z,2020-05-29T08:44:45.286Z,4,statement-of-cash-flows-report-error,quickfile
 ,129130,3328,QFMathew,,35506,3,0,2020-05-29T08:44:45.835Z,2020-05-29T08:44:45.835Z,4,statement-of-cash-flows-report-error,quickfile
I’ve noticed that when invoices with a variable included (such as ||MONTH|) are displayed incorrectly in the client portal list. For example when a client logs into the client portal and clicks ‘Paid Invoices’ they see 'Bill for ||MONTH|) instead of ‘Bill for May’ The invoices display correctly when they are subsequently selected so this only appears to affect the overview page. ,129047,75,Oliver_Nash,,35505,1,0,2020-05-27T22:16:41.645Z,2020-05-27T22:16:41.645Z,10,invoice-variable-display-bug,quickfile
Hi [@Oliver_Nash](/u/oliver_nash) We’ll certainly take a look at this. Do you have a screenshot of this issue please? ,129052,3328,QFMathew,,35505,2,0,2020-05-28T09:07:43.692Z,2020-05-28T09:07:43.692Z,10,invoice-variable-display-bug,quickfile
"Hi [@QFMathew](/u/qfmathew) I’ve just pinged this over in a PM. Many thanks, Ollie ",129055,75,Oliver_Nash,,35505,3,0,2020-05-28T09:21:17.096Z,2020-05-28T09:21:17.096Z,10,invoice-variable-display-bug,quickfile
The Coop have recently changed their user interface rather significantly. Has anybody worked out how to upload csv statements to Quickfile? The csv file syntax has changed and both deposits and withdrawals are being treated as withdrawals now. Problem is that it looks like Coop have a consistency error with their csv format. Positive numbers are in double quotes while negative numbers (e.g. withdrawal) are not. Please can I ask the QF gurus to change the format QF expects for csv imports from Coop accounts? I can provide example if necessary. (Their new interface has a very civil service feel to it.) ,129044,9170,jwf,,35503,1,0,2020-05-27T20:13:54.630Z,2020-05-28T09:06:57.751Z,10,cooperative-coop-bank-statements,quickfile
"Hi [@jwf](/u/jwf) We can certainly look at updating the file - please don’t hesitate to send one across to us in a private message (send it to [@QFSupport](/groups/qfsupport)). Does the upload work all OK if you use “Other” as the bank? Do you know if this new format of export is widely available, or only rolled out to some users at the moment? ",129051,3328,QFMathew,,35503,2,1,2020-05-28T09:06:52.441Z,2020-05-28T09:06:52.441Z,9,cooperative-coop-bank-statements,quickfile
"Thank you very much for your quick reply, Mathew. I had not used the ‘Other’ choice before - yes, that works very well when the columns are selected correctly. Excellent foresight, thank you. We have an FSB Coop business account and believe the changes are for all customers with ‘Business Online Banking’ but I do not know that for sure. I shall send a message with an example file. ",129065,9170,jwf,2,35503,3,0,2020-05-28T10:25:50.742Z,2020-05-28T10:25:50.742Z,6,cooperative-coop-bank-statements,quickfile
This topic was automatically closed after 7 days. New replies are no longer allowed. ,129445,-1,system,,35503,4,0,2020-06-04T09:06:58.297Z,2020-06-04T09:06:58.297Z,2,cooperative-coop-bank-statements,quickfile
Please explain how we can add an additional filed to the invoice section below: Item | Description | Unit Cost | Qty | VAT | Total | CUSTOM FIELD ENTRY ? | ,60585,6861,CanterburyTaxis,,16908,1,0,2017-06-01T16:07:53.283Z,2017-06-01T16:15:39.635Z,26,adding-additional-columns-to-the-invoice-lines,quickfile
Hi [@CanterburyTaxis](/u/canterburytaxis) Unfortunately there isn’t a way to add a new column to the invoice lines. What sort of data were you looking to add? Perhaps we or another user could suggest an alternative method? ,60587,3328,QFMathew,,16908,2,1,2017-06-01T16:09:34.764Z,2017-06-01T16:09:34.764Z,26,adding-additional-columns-to-the-invoice-lines,quickfile
We want a simple column ( Code ) so we can allocate a specific two letter code to each entry as we have multiple codes (14) that need to be reconcilled on each invoiced client approximately 50 ,60588,6861,CanterburyTaxis,2,16908,3,1,2017-06-01T16:11:32.181Z,2017-06-01T16:11:32.181Z,26,adding-additional-columns-to-the-invoice-lines,quickfile
"The only thing I can suggest at the moment is to add this to your description field. But I have however converted this to a feature request thread, so we’ll certainly keep an eye on the interest from the community. ",60589,3328,QFMathew,3,16908,4,1,2017-06-01T16:15:31.077Z,2017-06-01T16:15:31.077Z,25,adding-additional-columns-to-the-invoice-lines,quickfile
"There is no line break in the description field therefore,  formatting would be an issue. The only way would be to rename a column or create a new one. As this is template based surely you have the ability to simply create a custom field tick box within the code to either be added or subtracted ? ",60590,6861,CanterburyTaxis,4,16908,5,1,2017-06-01T16:19:16.907Z,2017-06-01T16:21:25.912Z,25,adding-additional-columns-to-the-invoice-lines,quickfile
"If pressed enter in the description field, it would push the text onto a new line for you. You certainly could rename a column, that’s not a problem. There’s more details on this [here](https://community.quickfile.co.uk/t/css- transformations/8878) ![](https://community.quickfile.co.uk/user_avatar/community.quickfile.co.uk/canterburytaxis/40/10145_1.png) CanterburyTaxis: > As this is template based surely you have the ability to simply create a > custom field tick box within the code to either be added or subtracted ? We certainly can make changes, but we wish it was that easy ![:slight_smile:](https://community.quickfile.co.uk/images/emoji/twitter/slight_smile.png?v=5) .  We’re more than happy to dedicate time to changes, but we need to see some interest from the wider community before doing this. As mentioned above, this thread is now in the feature category so other users can add their votes and comments too. We’ll keep an eye on the interest in this (as we do with all feature requests), and we’ll happily take a look if there is enough interest. Please don’t hesitate to let me know if you would like any help with changing the labels. ",60591,3328,QFMathew,5,16908,6,0,2017-06-01T16:22:47.011Z,2017-06-01T16:22:47.011Z,25,adding-additional-columns-to-the-invoice-lines,quickfile
"Okay Glen, this does not solve our allocation problem as there are over 300 transactions a week we need to allocate instantly for referencing. It is as you say something that your wider community may or may not vote on but this is a real time issue for us. There are too many transactions to be looking through the text fields in the description for it to be practical in any way. ",60593,6861,CanterburyTaxis,,16908,7,1,2017-06-01T16:30:45.518Z,2017-06-01T16:30:45.518Z,24,adding-additional-columns-to-the-invoice-lines,quickfile
"Is the code simply for referencing, or bank tagging, or a client reference (e.g. a purchase order number)? I’m just trying to understand the reasoning behind it and how often this code would change. Do you currently use the `item` column? If not, could you use this? It doesn’t need to tie into the sales inventory, it can be used on it’s own and would be shown on the invoice too. p.s. I’m not Glenn ![:wink:](https://community.quickfile.co.uk/images/emoji/twitter/wink.png?v=5) ",60594,3328,QFMathew,7,16908,8,1,2017-06-01T16:36:36.852Z,2017-06-01T16:36:36.852Z,24,adding-additional-columns-to-the-invoice-lines,quickfile
Yes we need it to allocate a reference code for each individual item. Currently we use the item field for the Date as each entry has a different date. As we need to seach for the date and for the code seperately we can only have two seperate columns. So if there is no additonal column available will have the Date and the code in the same column… confusion would then previal when looking at the sales inventory. ======================================================================== Has there been any further news on updating this feature within QF. ? ,60595,6861,CanterburyTaxis,8,16908,9,0,2017-06-01T16:40:52.045Z,2017-07-25T15:18:27.868Z,24,adding-additional-columns-to-the-invoice-lines,quickfile
"Is there currently any way to add another column to invoices. I have found this old thread, but nothing since. I need to add a date field as I often invoice for a whole month. Thank in advance. ",129059,14050,Sally_Bush,,16908,12,1,2020-05-28T09:42:33.923Z,2020-05-28T09:42:33.923Z,9,adding-additional-columns-to-the-invoice-lines,quickfile
"Hi [@Sally_Bush](/u/sally_bush) There isn’t a way to do this, but you could re-purpose an existing column. For example, do you use the “Item” column at the moment? ",129060,3328,QFMathew,12,16908,13,0,2020-05-28T09:50:05.132Z,2020-05-28T09:50:05.132Z,9,adding-additional-columns-to-the-invoice-lines,quickfile
"Hi. Thanks, I would like to change the name of the item column. Please can you advise how to do this? However I also need another column too. It seems that quite a lot of people have requested this. Is it not something you could supply? ",129062,14050,Sally_Bush,,16908,14,1,2020-05-28T09:59:36.146Z,2020-05-28T09:59:36.146Z,9,adding-additional-columns-to-the-invoice-lines,quickfile
"Unfortunately it’s not just as simple as adding another column - there would be quite a bit work involved behind the scenes. But you’re more than welcome to add your vote to this request by clicking the “Vote” button at the top of the page. ![](https://community.quickfile.co.uk/user_avatar/community.quickfile.co.uk/sally_bush/40/16683_2.png) Sally_Bush: > I would like to change the name of the item column. Please can you advise > how to do this? We have a guide on this in our knowledgebase: [CSS transformations](https://community.quickfile.co.uk/t/css- transformations/8878). If you have any further questions however, please don’t hesitate to start a new thread and we’ll try our best to help. ",129068,3328,QFMathew,14,16908,15,0,2020-05-28T10:35:26.875Z,2020-05-28T10:35:26.875Z,7,adding-additional-columns-to-the-invoice-lines,quickfile
"Hello,  We are operating a charity and we need to use the multiple trade facility in the one quickfile account. We just purchased the power subscription, which according to your knowledge base should enable us to do so.  We can’t see the option in the menus. Could you please assist? It is urgent.  Thank you. ",129064,14051,Woodys-Lodge,,35510,1,0,2020-05-28T10:23:12.533Z,2020-05-28T10:36:37.461Z,10,how-do-i-access-the-multi-trading-style-module,quickfile
"Hi [@Woodys-Lodge](/u/woodys-lodge) You can find this by going to **Account Settings** > **Design Customisation** >> **Additional Trading Styles**. We have further details on this in the knowledge base, which includes how to set up the templates for each style: [Custom Trading Styles](https://community.quickfile.co.uk/t/custom-trading-styles/8831) Hope this helps. ",129069,3328,QFMathew,,35510,2,0,2020-05-28T10:37:28.835Z,2020-05-28T10:37:28.835Z,10,how-do-i-access-the-multi-trading-style-module,quickfile
This topic was automatically closed after 7 days. New replies are no longer allowed. ,129460,-1,system,,35510,3,0,2020-06-04T10:32:55.084Z,2020-06-04T10:32:55.084Z,1,how-do-i-access-the-multi-trading-style-module,quickfile
"Hello As we have grown and I can no longer keep everything in my head, it has become difficult to audit/track/link activity within QuickFile and find the information that I am looking for. To give an example: I create a quote for laptops and cases and send it to a customer  The customer accepts the quote  I convert the quote to a sales invoice and leave it as a draft  I order the laptops on the quote from one supplier and the cases from another by creating purchase orders and dispatching those  The items start to be delivered to us or the customer and the purchase invoices start to be generated and entered  Once the customer has received everything, we dispatch the final sales invoice to them If I want to see an overview of all of this activity, I have to click into each item in the chain individually. E.g I want to see the PO reference for a purchase invoice, I have to click the PO or purchase invoice and then go to the bottom to read the notes about how it was generated. If there was an option to add (or it was added automatically) the PO reference to a purchase invoice and then display it as ‘our reference’ in addition to the ‘supplier reference’ in the purchase invoices listing, this would be useful.  Next, there is no easy way to link up a purchase with a sale. If I want to see where a laptop we purchased has been delivered, I can’t just search for the PO number even if the PO number is referenced on the supplier’s invoice. I think that’s one of the key things here - invoices we receive from suppliers usually have multiple references on them: Their reference, our reference and an invoice number. Some suppliers (and quickfile) make do with invoice number and purchase (the purchasing party’s) reference. I know that you are going to say that tagging is the answer here, and that maybe true, but having to remember to tag absolutely everything is a real challenge. Also, what tag format should be used for this scenario? It has to be unique, but what identifier would be relevant?  We already use tags for specific larger projects for the purpose of profit tracking and also to tag individual customer names on purchase invoices from our suppliers so that we can more easily identify that those 10 laptops from Acme Computers was actually destined for Community College. I’m getting myself in a muddle and any suggestions you have would be greatly appreciated. I’m not sure how other finance packages handle this? Thank you ",129087,3047,sramdeen,,35517,1,0,2020-05-28T14:22:47.293Z,2020-05-28T14:22:47.293Z,8,linking-quotes-sales-invoices-purchase-orders-purchase-invoices,quickfile
This topic was automatically closed after 7 days. New replies are no longer allowed. ,129487,-1,system,,35517,2,0,2020-06-04T14:22:49.946Z,2020-06-04T14:22:49.946Z,1,linking-quotes-sales-invoices-purchase-orders-purchase-invoices,quickfile
"I am trying to import a trial balance from Quickbooks and have got as far as Please indicate where each field should be mapped to?"" and I am getting the message Please ensure you have mapped each of the columns before proceeding"". There are only 3 columns in my .CSV file but there are 4 fields to map it to. Can you help please ",128844,13983,MikeBennett,,35451,1,0,2020-05-22T11:11:34.870Z,2020-05-22T12:20:03.219Z,8,importing-trial-balance-from-quickbooks,quickfile
Hi [@MikeBennett](/u/mikebennett) What columns do you have in your CSV file at the moment? ,128847,3328,QFMathew,,35451,2,0,2020-05-22T12:19:56.684Z,2020-05-22T12:19:56.684Z,7,importing-trial-balance-from-quickbooks,quickfile
Column 1 account  Column 2 Debit  Column 3 credit ,128930,13983,MikeBennett,,35451,3,0,2020-05-25T14:54:24.328Z,2020-05-28T13:41:40.504Z,6,importing-trial-balance-from-quickbooks,quickfile
"I give up, I have spent days on this. I have followed the instructions for importing a trial balance from Quickbooks but I think it is looking for a fourth column and I don’t know what to put in it. ",129086,13983,MikeBennett,,35451,4,1,2020-05-28T14:22:34.240Z,2020-05-28T14:22:34.240Z,5,importing-trial-balance-from-quickbooks,quickfile
"Hi [@MikeBennett](/u/mikebennett) Do you want to send us the trial balance, and we’ll take a look at this for you? If you send it in a private message to [@QFSupport](/groups/qfsupport), either myself or a colleague will pick it up. ",129094,3328,QFMathew,4,35451,5,0,2020-05-28T16:16:44.572Z,2020-05-28T16:16:44.572Z,5,importing-trial-balance-from-quickbooks,quickfile
This topic was automatically closed after 7 days. New replies are no longer allowed. ,129145,-1,system,,35451,6,0,2020-05-29T11:11:40.822Z,2020-05-29T11:11:40.822Z,4,importing-trial-balance-from-quickbooks,quickfile
"Please can we have the ability to choose the nominal code to where the PayPal fees are posted. Currently they are posted by default to 7901 Bank Charges whereas some, like myself may have a code setup in chart of account specifically for PayPal fees. ",128910,13650,FTTrading,,35471,1,0,2020-05-24T12:59:43.826Z,2020-05-24T12:59:43.826Z,17,paypal-feed-allow-custom-nominal-code-for-fees,quickfile
"Or you could create a journal every month, 6 months, year end to move the balance from one to your one. ",128911,9383,Paul_Courtier,,35471,2,1,2020-05-24T14:44:57.042Z,2020-05-24T14:44:57.042Z,16,paypal-feed-allow-custom-nominal-code-for-fees,quickfile
"Indeed this is what I am doing daily, I would however prefer a cleaner solution if possible. This is a suggested feature request as per the discussion on [this thread](https://community.quickfile.co.uk/t/paypal-fees-going-to-wrong- nominal-code/35353) ",128913,13650,FTTrading,2,35471,3,0,2020-05-24T15:41:44.879Z,2020-05-24T15:41:44.879Z,16,paypal-feed-allow-custom-nominal-code-for-fees,quickfile
I would vote for this if I had any votes left. What I’ve been doing every 3 months is viewing the bank charges in the Chart of Accounts - Account Detail. Using the search and putting paypal in the notes search box to limit to PayPal fees. Then using the Move to new code button to move the the PayPal fees account. ,129107,11836,John6,,35471,4,0,2020-05-28T16:39:17.523Z,2020-05-28T16:39:36.861Z,11,paypal-feed-allow-custom-nominal-code-for-fees,quickfile
"I’m just trying to set up my Quickfile accounts and I’m doubting myself I run a predominantly Ecommerce business run on three marketplaces, Amazon, Ebay & OnBuy. Ebay & OnBuy both pay via Paypal I have so far been handling the accounting side on spreadsheets but now fall under MTD. I have lots of small sales per day so I have been entering these as Cash Register Takings (3 entries per day, one for each marketplace) I have set up merchant accounts for Amazon and Paypal. I treat all marketplace fees as a monthly purchase – all provide invoices so this seems to be acceptable. Assuming the above is a correct way of handling this, I have two queries:  * Amazon pay every two weeks, after deducting their costs – how do I handle this? I assume this will also apply to Paypal, which I also use for some purchases so the totals are never going to match sales.  * How do I show refunds i.e when a customer says something hasn’t arrived or has returned something? I currently deduct these from sales before entering on the return but I can’t see how to show this on Quickfile. As I do not enter each transaction I cannot put it against a customer, so I’m somewhat lost. Thanks in advance ",129106,14057,JaxD,,35522,1,1,2020-05-28T16:29:36.789Z,2020-05-28T16:29:36.789Z,11,ecommerce-business-help,quickfile
"Hi [JaxD](https://community.quickfile.co.uk/u/JaxD), > Amazon pay every two weeks, after deducting their costs – how do I handle > this? I assume this will also apply to Paypal, which I also use for some > purchases so the totals are never going to match sales. In your Amazon and Paypal account within quickfile you have to enter the full sales and purchases amount you get from your customers or pay for purchases. If you use the paypal feed from quickfile this will happen automatically. Also the fee you pay to paypal, this will automatically show up up on your paypal account on the next day. If you don’t use the auto feed then you have to enter all these transactions manual. But as I said, enter the whole amount (your normal sale amount) you get from your customers. And you just enter the paypal or amazon fee(s) as ‘out’ like other purchases. ",129109,10457,rhc,,35522,2,0,2020-05-28T16:42:28.764Z,2020-05-28T16:42:28.764Z,11,ecommerce-business-help,quickfile
"![](https://community.quickfile.co.uk/letter_avatar_proxy/v4/letter/j/45deac/40.png) JaxD: > How do I show refunds i.e when a customer says something hasn’t arrived or > has returned something? I currently deduct these from sales before entering > on the return but I can’t see how to show this on Quickfile. As I do not > enter each transaction I cannot put it against a customer, so I’m somewhat > lost. Do you create a daily cash sales invoice? If so then go to that invoice (from the day where you did the sale which requires a refund now) and create a credit note against this invoice. I am not an accountant but I think when you are VAT registered you need a kind of invoice for each sale as a proof, just in case the tax man ask for this. ",129111,10457,rhc,,35522,3,2,2020-05-28T16:50:51.867Z,2020-05-28T16:50:51.867Z,11,ecommerce-business-help,quickfile
"Sorry, I should have said, we use a Backoffice stock management system and this generates invoices as we need to upload these on a daily basis to Amazon. We download our sales each day from the backoffice system to get our daily sales figures which we enter into Quickfile ",129112,14057,JaxD,3,35522,4,0,2020-05-28T17:25:38.839Z,2020-05-28T17:25:38.839Z,11,ecommerce-business-help,quickfile
"Hi RHC, Right, I’ve had a look and can see how to create credit notes, does it matter if the credit note is raised against today’s sales or does it need to be raised against the actual sales date? The refunds may happen up to 3 month’s after the sale so it may cross over VAT periods ",129113,14057,JaxD,3,35522,5,1,2020-05-28T17:28:48.610Z,2020-05-28T17:28:48.610Z,11,ecommerce-business-help,quickfile
"Yes, sometimes it cross over VAT periods but a credit note should then reduce your next VAT return. But as I said before, you should may ask an accountant for that. But I know you should raise a credit note against a the sales invoice in which the sale is recorded. ",129114,10457,rhc,5,35522,6,0,2020-05-28T18:23:41.768Z,2020-05-28T18:23:41.768Z,9,ecommerce-business-help,quickfile
It’s perfectly fine and correct for a credit note to sometimes span other vat periods. If I bought something at the start of Jan and returned it 28 days later and received a refund as an example. The credit note would be dated 28 days after purchase. Not on the day I paid for it. So therefore its possible that the original sale went in to one vat period and the credit would be in another. ,129127,9383,Paul_Courtier,,35522,7,0,2020-05-29T08:39:51.863Z,2020-05-29T08:40:07.288Z,5,ecommerce-business-help,quickfile
This topic was automatically closed after 7 days. New replies are no longer allowed. ,129497,-1,system,,35522,8,0,2020-06-04T16:29:37.280Z,2020-06-04T16:29:37.280Z,1,ecommerce-business-help,quickfile
Given there is no current way to centralise ID management on a company IDP ([Login to Quickfile with third party login provider](https://community.quickfile.co.uk/t/login-to-quickfile-with-third- party-login-provider/4208)) could we have an api method to allow an app to call via the api to get a true/false authentication. I am working on a budgeting app that I want users to access using their existing QF credentials - still would much prefer SAML though ,129142,1801,Jonathan_Richardson,,35526,1,0,2020-05-29T10:52:35.676Z,2020-05-29T10:52:35.676Z,5,new-api-method-for-user-authentication,quickfile
"Hi,  I have been using the Barclays bank feed from business account successfully for a year or so, however, about a month ago Quickfile stopped uploading transactions. Can anyone help? I’ve deleted the feed and re-loaded it from scratch, I’ve contacted the bank who have confirmed all permissions are unchanged and okay, and I’ve double- checked the settings in QF to no avail. Have this happened to anyone and any advice peeps? I’m manually uploading statements regularly but this is a pain! ",128925,14040,donald.macl,,35477,1,0,2020-05-25T09:15:05.323Z,2020-05-26T14:05:09.805Z,8,barclays-bank-feed-no-new-transactions,quickfile
There was some mention a while ago about some people with Barclays accounts needing to go into their branch and renew their “mandate” (the copy of their signature that the bank holds on file) before their open banking feed would work. ,128926,501,ian_roberts,,35477,2,2,2020-05-25T10:38:25.294Z,2020-05-25T10:38:25.294Z,8,barclays-bank-feed-no-new-transactions,quickfile
"Dear Ian,  This seems crazy given the current situ! I’ve contacted the bank and they assure me all is well but I don’t disagree with you and so will go in one day when it is quieter. Cheers for your response. ",128955,14040,donald.macl,2,35477,3,2,2020-05-26T10:19:55.919Z,2020-05-26T10:19:55.919Z,7,barclays-bank-feed-no-new-transactions,quickfile
"Hi [@donald.macl](/u/donald.macl) I’ll send you a private message shortly so we can take a quick look. Unfortunately, what [@ian_roberts](/u/ian_roberts) mentioned is correct and it can be something as simple as a missing signature preventing this. But we’ll take a look for you ![:slight_smile:](https://community.quickfile.co.uk/images/emoji/twitter/slight_smile.png?v=9) ",128956,3328,QFMathew,3,35477,4,1,2020-05-26T10:24:26.687Z,2020-05-26T10:24:26.687Z,7,barclays-bank-feed-no-new-transactions,quickfile
"![](https://community.quickfile.co.uk/letter_avatar_proxy/v4/letter/d/e68b1a/40.png) donald.macl: > This seems crazy given the current situ! Indeed, in the present circumstances, though “a while ago” was 6-12 months or more back. ",128959,501,ian_roberts,3,35477,5,1,2020-05-26T10:31:59.261Z,2020-05-26T10:31:59.261Z,7,barclays-bank-feed-no-new-transactions,quickfile
"indeed, none of us planned for this craziness so no criticism of any party intended! ",128962,14040,donald.macl,5,35477,6,0,2020-05-26T10:38:27.731Z,2020-05-26T10:38:27.731Z,7,barclays-bank-feed-no-new-transactions,quickfile
Thanks great. Many thanks for your support Mathew. Much appreciated! ,128963,14040,donald.macl,4,35477,7,0,2020-05-26T10:39:04.901Z,2020-05-26T10:39:04.901Z,7,barclays-bank-feed-no-new-transactions,quickfile
VERY HAPPY TO REPORT THAT MATHEW SOLVED THE ISSUE!! He instructed me to revoke access and then re-establish an active feed and I don’t know why but it worked and all is now back n running. Many thanks again Mathew!! ,128983,14040,donald.macl,,35477,8,0,2020-05-26T13:24:59.961Z,2020-05-26T13:24:59.961Z,7,barclays-bank-feed-no-new-transactions,quickfile
"I believe that was only when adding a new Open Banking feed. If the feed works then this mandate should already exist. You don’t need to do it in branch either, you can do it all digitally (or maybe we did it via post… definitely don’t need to do it in person anyway). ",129143,655,Lurch,2,35477,9,0,2020-05-29T10:57:05.358Z,2020-05-29T10:58:11.119Z,4,barclays-bank-feed-no-new-transactions,quickfile
This topic was automatically closed after 7 days. New replies are no longer allowed. ,129258,-1,system,,35477,10,0,2020-06-01T09:28:27.827Z,2020-06-01T09:28:27.827Z,1,barclays-bank-feed-no-new-transactions,quickfile
